Lat,Long,Top of upper,top of middle,top of lower,bottom of lower
33.0,-113.0,-0.194,11.098,22.4,34.035
33.0,-112.0,-0.396,11.203,22.801,34.751
33.0,-111.0,-0.523,12.467,25.453,38.836
33.0,-110.0,-0.871,12.045,24.713,36.628
33.0,-109.0,-1.017,15.99,31.12,37.995
33.0,-108.0,-0.714,14.402,28.061,39.256
33.0,-107.0,-0.367,15.241,29.299,40.08
33.0,-106.0,-0.327,18.241,34.704,41.882
33.0,-105.0,1.112,22.767,41.956,50.321
33.0,-104.0,2.402,21.802,38.998,46.489
33.0,-103.0,2.683,20.142,35.618,42.361
33.0,-102.0,2.702,17.586,32.917,44.149
33.0,-101.0,2.061,15.934,31.544,45.412
33.0,-100.0,1.76,15.448,30.847,44.525
33.0,-99.0,2.016,16.315,32.399,46.69
33.0,-98.0,3.259,17.799,33.626,46.92
33.0,-97.0,3.792,16.903,31.342,43.717
33.0,-96.0,2.856,17.084,31.499,41.971
33.0,-95.0,4.95,18.008,31.063,40.24
33.0,-94.0,5.534,17.666,29.805,38.339
33.0,-93.0,5.2,17.498,29.802,38.453
33.0,-92.0,5.23,17.373,29.511,38.046
33.0,-91.0,5.457,17.696,29.934,38.534
33.0,-90.0,5.862,16.888,28.113,36.333
33.0,-89.0,6.44,16.89,28.276,37.838
33.0,-88.0,5.228,18.208,31.261,40.581
33.0,-87.0,1.477,18.621,35.765,47.808
33.0,-86.0,0.001,18.428,36.859,49.801
33.0,-85.0,-0.108,18.729,36.453,47.813
33.0,-84.0,-0.106,18.06,34.826,46.476
33.0,-83.0,0.1,17.622,33.903,45.484
33.0,-82.0,0.616,14.567,28.938,42.888
33.0,-81.0,0.69,14.277,28.27,41.847
33.0,-80.0,1.287,12.511,23.973,34.986
33.0,-8.0,0.525,13.929,26.022,31.939
33.0,-7.0,-0.392,15.65,29.875,36.07
33.0,-6.0,-1.293,14.935,29.327,35.599
33.0,-5.0,-1.486,14.883,29.399,35.724
33.0,-4.0,-0.923,14.281,27.781,33.795
33.0,-3.0,-0.515,15.407,29.884,38.559
33.0,-2.0,-0.443,17.007,32.818,41.939
33.0,-1.0,-0.314,14.509,28.899,43.287
33.0,0.0,3.138,16.139,28.755,41.371
33.0,1.0,3.001,17.392,31.364,45.332
33.0,2.0,2.658,16.925,30.761,44.607
33.0,3.0,2.379,16.536,30.274,44.015
33.0,4.0,2.961,16.916,30.461,44.0
33.0,5.0,3.685,17.45,30.809,44.162
33.0,6.0,4.529,18.101,31.282,44.455
33.0,7.0,5.764,18.887,31.63,44.376
33.0,8.0,4.391,17.835,30.878,43.926
33.0,9.0,2.814,16.244,29.285,42.322
33.0,10.0,2.107,15.016,27.557,40.087
33.0,11.0,5.619,13.272,20.785,28.137
33.0,12.0,6.316,13.111,19.791,26.309
33.0,13.0,5.353,13.874,22.192,30.414
33.0,14.0,4.19,13.98,23.513,32.993
33.0,22.0,5.078,13.969,22.975,33.46
33.0,23.0,6.677,13.096,20.04,29.818
33.0,35.0,6.255,12.663,19.613,29.837
33.0,36.0,2.636,11.838,21.147,30.26
33.0,37.0,2.568,11.386,20.481,29.302
33.0,38.0,2.747,12.329,22.2,31.779
33.0,39.0,1.523,11.867,22.534,32.881
33.0,40.0,1.589,13.262,25.295,36.967
33.0,41.0,1.702,14.62,27.927,40.838
33.0,42.0,3.689,15.099,26.851,38.261
33.0,43.0,5.473,16.621,28.105,39.26
33.0,44.0,7.231,18.014,29.125,39.915
33.0,45.0,7.853,19.025,30.538,41.714
33.0,46.0,7.205,20.039,33.196,45.35
33.0,47.0,0.135,16.595,33.056,44.625
33.0,48.0,-1.369,15.877,33.129,45.247
33.0,49.0,-1.594,19.17,38.113,47.626
33.0,50.0,-2.049,19.798,39.165,47.603
33.0,51.0,-2.109,19.82,39.258,47.726
33.0,52.0,-1.492,21.514,41.911,50.797
33.0,53.0,-1.086,21.818,42.122,50.972
33.0,54.0,-0.677,21.186,40.545,49.366
33.0,55.0,-0.343,19.672,37.296,47.302
33.0,56.0,1.816,20.305,36.597,45.837
33.0,57.0,3.244,20.907,36.474,45.305
33.0,58.0,1.494,20.711,37.713,45.914
33.0,59.0,-0.471,20.28,38.673,46.689
33.0,60.0,-0.848,20.963,40.289,48.711
33.0,61.0,-0.737,21.506,41.218,49.81
33.0,62.0,-0.684,21.066,40.336,48.738
33.0,63.0,-1.068,21.199,40.941,49.541
33.0,64.0,-1.875,21.164,41.591,50.499
33.0,65.0,-2.05,21.326,42.053,51.091
33.0,66.0,-2.068,14.548,32.172,51.617
33.0,67.0,-2.204,13.062,30.083,51.673
33.0,68.0,-2.169,16.119,34.78,52.842
33.0,69.0,-2.268,15.153,33.352,52.516
33.0,70.0,-0.402,12.725,28.462,52.075
33.0,71.0,4.326,17.519,32.917,55.106
33.0,72.0,2.088,17.204,33.39,53.539
33.0,73.0,1.847,19.983,37.583,55.185
33.0,74.0,-0.604,13.144,28.53,49.261
33.0,75.0,-1.277,11.698,27.268,50.621
33.0,76.0,-2.737,10.768,26.972,51.276
33.0,77.0,-3.977,9.858,26.459,51.358
33.0,78.0,-4.799,10.035,27.83,54.517
33.0,79.0,-4.921,11.548,31.308,60.944
33.0,80.0,-4.856,12.281,32.846,63.703
33.0,81.0,-4.931,12.411,33.231,64.46
33.0,82.0,-4.701,13.183,34.639,66.821
33.0,83.0,-4.83,14.005,36.609,70.517
33.0,84.0,-4.793,14.427,37.491,72.087
33.0,85.0,-4.846,14.478,37.665,72.437
33.0,86.0,-4.895,14.458,37.681,72.514
33.0,87.0,-4.887,14.59,37.964,73.022
33.0,88.0,-5.09,14.738,38.542,74.25
33.0,89.0,-4.988,15.051,39.091,75.155
33.0,90.0,-4.993,14.996,38.981,74.952
33.0,91.0,-4.985,14.549,37.982,73.136
33.0,92.0,-5.067,14.674,38.356,73.881
33.0,93.0,-4.866,14.865,38.545,74.057
33.0,94.0,-4.826,15.166,39.171,75.161
33.0,95.0,-4.875,15.186,39.273,75.389
33.0,96.0,-4.732,14.909,38.483,73.837
33.0,97.0,-4.474,14.783,37.898,72.564
33.0,98.0,-4.511,14.314,36.903,70.785
33.0,99.0,-4.401,13.649,35.304,67.783
33.0,100.0,-4.282,13.036,33.812,64.975
33.0,101.0,-4.053,12.122,31.531,60.642
33.0,102.0,-3.884,14.522,34.017,55.492
33.0,103.0,-3.594,20.672,42.173,51.545
33.0,104.0,-2.978,19.878,40.13,48.962
33.0,105.0,-1.901,20.432,40.233,48.859
33.0,106.0,-0.38,20.679,39.346,47.478
33.0,107.0,-0.006,21.927,41.371,49.844
33.0,108.0,-0.55,19.102,37.808,48.697
33.0,109.0,-1.008,16.986,35.332,48.423
33.0,110.0,-0.901,19.461,37.512,45.376
33.0,111.0,-0.006,18.814,35.502,42.777
33.0,112.0,1.299,17.302,32.118,42.624
33.0,113.0,0.531,14.499,28.985,42.71
33.0,114.0,0.869,14.661,29.011,42.578
33.0,115.0,1.712,16.908,31.674,46.423
33.0,116.0,1.603,15.06,29.567,44.066
33.0,117.0,0.985,14.534,28.899,43.256
33.0,118.0,0.289,13.934,27.275,40.7
33.0,119.0,0.39,13.523,26.271,39.029
33.0,120.0,0.925,12.685,24.104,35.516
33.0,121.0,1.366,14.047,26.639,38.664
34.0,-119.0,2.443,11.865,21.007,27.493
34.0,-118.0,0.528,14.441,27.576,36.036
34.0,-117.0,-0.733,14.718,28.951,39.415
34.0,-116.0,-0.592,12.171,24.938,38.095
34.0,-115.0,-0.163,10.791,21.736,33.028
34.0,-114.0,-0.467,11.202,22.871,34.896
34.0,-113.0,-0.669,11.328,23.332,35.691
34.0,-112.0,-0.86,11.451,23.763,36.442
34.0,-111.0,-1.256,13.692,28.628,44.031
34.0,-110.0,-1.167,15.385,31.196,44.029
34.0,-109.0,-1.613,17.114,33.72,42.704
34.0,-108.0,-1.164,14.798,29.265,42.584
34.0,-107.0,-0.662,16.203,31.365,42.087
34.0,-106.0,-1.064,17.847,34.811,46.028
34.0,-105.0,-0.515,21.57,41.151,49.685
34.0,-104.0,0.846,22.014,40.77,48.946
34.0,-103.0,1.607,20.272,36.808,44.015
34.0,-102.0,2.164,18.804,35.122,45.586
34.0,-101.0,2.152,16.072,31.734,45.65
34.0,-100.0,2.251,16.493,32.514,46.753
34.0,-99.0,2.637,15.835,30.683,43.879
34.0,-98.0,3.055,16.295,31.19,44.43
34.0,-97.0,2.731,16.276,31.517,45.062
34.0,-96.0,1.474,16.082,32.138,45.861
34.0,-95.0,2.299,16.823,31.445,41.915
34.0,-94.0,3.84,16.499,29.445,39.033
34.0,-93.0,3.038,17.202,31.901,43.136
34.0,-92.0,5.161,16.772,28.774,37.861
34.0,-91.0,5.452,16.351,27.796,36.761
34.0,-90.0,4.94,15.94,27.781,37.512
34.0,-89.0,4.419,15.853,28.717,40.15
34.0,-88.0,2.523,16.124,31.25,44.411
34.0,-87.0,0.834,18.037,35.641,48.658
34.0,-86.0,-0.113,17.769,36.351,50.556
34.0,-85.0,-0.341,21.038,40.713,52.835
34.0,-84.0,-0.366,21.782,41.288,52.361
34.0,-83.0,-0.244,19.557,37.857,50.61
34.0,-82.0,-0.004,15.378,30.991,45.58
34.0,-81.0,0.127,15.053,29.975,43.386
34.0,-80.0,0.434,14.222,28.43,42.224
34.0,-79.0,0.619,14.071,27.869,41.205
34.0,-78.0,1.516,14.703,27.976,40.562
34.0,-6.0,0.167,16.882,32.02,40.05
34.0,-5.0,-0.825,17.879,34.458,41.685
34.0,-4.0,-0.705,16.91,32.525,39.333
34.0,-3.0,-0.272,15.017,28.574,34.482
34.0,-2.0,-0.204,14.8,28.431,36.451
34.0,-1.0,-0.108,15.302,29.971,42.903
34.0,0.0,1.027,14.731,27.374,36.142
34.0,1.0,1.918,16.72,30.939,44.212
34.0,2.0,2.761,17.328,31.464,45.597
34.0,3.0,2.681,16.978,30.853,44.725
34.0,4.0,3.107,17.08,30.636,44.193
34.0,5.0,4.115,17.614,30.716,43.815
34.0,6.0,5.292,18.424,30.905,41.806
34.0,7.0,6.565,19.164,30.634,37.566
34.0,8.0,3.479,19.211,33.706,43.577
34.0,9.0,3.616,17.805,31.148,41.831
34.0,10.0,4.154,15.743,26.866,37.199
34.0,36.0,2.921,12.032,21.846,32.316
34.0,37.0,2.69,12.72,23.056,33.091
34.0,38.0,2.333,12.148,22.263,32.084
34.0,39.0,2.507,13.401,24.622,35.521
34.0,40.0,2.804,14.063,25.67,36.936
34.0,41.0,2.731,15.201,28.043,40.504
34.0,42.0,4.816,15.973,27.461,38.613
34.0,43.0,6.471,17.538,28.943,40.013
34.0,44.0,7.767,19.945,32.495,44.677
34.0,45.0,2.943,18.677,34.554,47.015
34.0,46.0,0.896,18.19,35.573,48.536
34.0,47.0,-1.493,16.759,35.014,47.842
34.0,48.0,-1.77,16.758,35.28,48.302
34.0,49.0,-1.791,19.162,39.865,53.86
34.0,50.0,-2.02,20.92,41.478,50.971
34.0,51.0,-1.484,20.279,39.567,47.976
34.0,52.0,-0.904,20.644,39.7,48.948
34.0,53.0,-0.567,21.678,41.334,51.231
34.0,54.0,-0.37,20.794,39.47,49.279
34.0,55.0,-0.204,20.496,38.729,49.078
34.0,56.0,0.219,20.857,39.035,49.349
34.0,57.0,1.42,21.148,38.537,48.08
34.0,58.0,0.113,22.09,41.543,50.568
34.0,59.0,-0.362,22.429,42.632,51.435
34.0,60.0,-0.688,22.402,42.864,51.787
34.0,61.0,-0.795,22.184,42.547,51.43
34.0,62.0,-0.98,21.422,41.278,49.934
34.0,63.0,-1.505,20.963,40.879,49.564
34.0,64.0,-2.068,20.426,40.367,49.066
34.0,65.0,-2.483,20.033,39.984,48.688
34.0,66.0,-2.44,21.125,42.009,51.119
34.0,67.0,-2.816,20.622,41.395,50.448
34.0,68.0,-2.919,20.867,41.947,51.131
34.0,69.0,-2.446,18.325,38.381,53.812
34.0,70.0,-1.47,12.628,29.544,54.919
34.0,71.0,0.204,14.034,30.635,55.538
34.0,72.0,0.771,14.492,30.952,55.644
34.0,73.0,0.189,17.702,35.411,54.982
34.0,74.0,-1.827,13.136,30.039,53.166
34.0,75.0,-3.14,11.184,28.373,54.148
34.0,76.0,-4.177,10.512,28.146,54.588
34.0,77.0,-4.459,10.474,28.4,55.282
34.0,78.0,-4.806,11.016,30.004,58.48
34.0,79.0,-5.229,11.996,32.665,63.665
34.0,80.0,-5.058,12.193,32.899,63.96
34.0,81.0,-5.059,12.705,34.029,66.013
34.0,82.0,-5.053,13.1,34.878,67.556
34.0,83.0,-5.03,13.508,35.75,69.121
34.0,84.0,-4.981,13.912,36.581,70.581
34.0,85.0,-5.061,14.089,37.066,71.531
34.0,86.0,-5.131,14.352,37.74,72.823
34.0,87.0,-5.025,14.645,38.257,73.677
34.0,88.0,-4.931,14.572,37.97,73.063
34.0,89.0,-4.993,14.604,38.113,73.372
34.0,90.0,-5.07,14.603,38.209,73.607
34.0,91.0,-5.109,14.109,37.167,71.748
34.0,92.0,-4.91,14.222,37.171,71.598
34.0,93.0,-4.615,14.494,37.42,71.807
34.0,94.0,-4.577,15.181,38.891,74.454
34.0,95.0,-4.761,14.898,38.491,73.876
34.0,96.0,-4.645,14.196,36.794,70.691
34.0,97.0,-4.528,14.144,36.552,70.158
34.0,98.0,-4.455,13.618,35.308,67.837
34.0,99.0,-4.38,12.886,33.603,64.68
34.0,100.0,-4.393,12.003,31.681,61.201
34.0,101.0,-3.935,11.686,30.426,58.535
34.0,102.0,-3.721,14.957,33.887,51.838
34.0,103.0,-3.348,20.015,40.719,49.74
34.0,104.0,-2.622,20.342,40.694,49.566
34.0,105.0,-1.974,21.11,41.576,50.499
34.0,106.0,-1.461,21.961,42.727,51.778
34.0,107.0,-0.761,21.39,41.023,49.586
34.0,108.0,-0.782,20.256,38.904,47.032
34.0,109.0,-0.628,20.018,38.326,46.306
34.0,110.0,-0.87,19.097,36.804,44.512
34.0,111.0,-0.695,17.84,34.268,41.423
34.0,112.0,-0.233,16.69,32.752,42.007
34.0,113.0,0.55,13.793,28.688,41.924
34.0,114.0,1.965,14.152,27.915,40.193
34.0,115.0,3.52,15.633,29.516,43.215
34.0,116.0,1.554,14.658,28.576,41.52
34.0,117.0,0.709,14.403,29.161,42.73
34.0,118.0,0.265,13.752,28.459,41.852
34.0,119.0,0.325,13.687,27.799,40.98
34.0,120.0,0.522,14.452,27.969,41.474
34.0,121.0,1.092,14.459,27.476,40.409
35.0,-120.0,2.643,13.213,22.881,29.791
35.0,-119.0,1.794,17.026,30.441,38.058
35.0,-118.0,-0.655,17.215,33.027,42.292
35.0,-117.0,-0.567,11.029,22.264,32.63
35.0,-116.0,-0.937,11.903,24.745,37.978
35.0,-115.0,-0.654,11.063,22.776,34.853
35.0,-114.0,-0.851,11.485,23.815,36.526
35.0,-113.0,-1.207,12.613,26.438,40.682
35.0,-112.0,-1.37,13.719,28.813,44.361
35.0,-111.0,-0.466,18.03,35.389,47.997
35.0,-110.0,-0.406,17.835,34.979,48.561
35.0,-109.0,-0.952,19.48,37.491,47.894
35.0,-108.0,-0.606,16.842,32.601,46.478
35.0,-107.0,-1.062,14.579,28.88,43.632
35.0,-106.0,-1.536,15.199,30.502,46.28
35.0,-105.0,-0.93,17.73,34.536,47.062
35.0,-104.0,0.324,22.443,42.05,50.593
35.0,-103.0,1.22,22.391,41.148,49.329
35.0,-102.0,1.749,22.182,40.288,48.18
35.0,-101.0,2.199,18.733,35.457,47.166
35.0,-100.0,3.075,16.983,32.62,46.521
35.0,-99.0,6.633,17.271,29.225,39.862
35.0,-98.0,4.167,15.961,29.223,41.017
35.0,-97.0,2.397,16.165,31.649,45.417
35.0,-96.0,0.802,15.329,31.669,46.196
35.0,-95.0,0.229,14.326,30.189,44.286
35.0,-94.0,0.444,14.077,29.419,43.052
35.0,-93.0,0.687,15.255,31.644,46.213
35.0,-92.0,4.15,14.904,27.007,37.762
35.0,-91.0,4.663,14.556,25.69,35.582
35.0,-90.0,3.903,15.008,27.497,38.599
35.0,-89.0,2.435,15.192,29.54,42.291
35.0,-88.0,1.785,15.221,30.336,43.764
35.0,-87.0,2.255,15.648,30.721,44.122
35.0,-86.0,0.437,16.387,34.334,50.289
35.0,-85.0,-0.284,22.069,42.657,55.669
35.0,-84.0,-0.629,21.983,41.9,53.207
35.0,-83.0,-0.482,20.625,39.22,49.779
35.0,-82.0,-0.215,19.295,36.483,46.246
35.0,-81.0,-0.179,17.866,33.761,42.778
35.0,-80.0,-0.045,15.952,31.222,43.163
35.0,-79.0,0.12,14.324,28.951,43.143
35.0,-78.0,0.745,12.686,24.982,36.921
35.0,-77.0,2.403,11.994,21.762,31.135
35.0,-6.0,1.41,15.945,29.01,35.518
35.0,-5.0,0.514,15.166,28.872,37.011
35.0,-4.0,0.551,12.771,25.2,35.425
35.0,-3.0,1.829,10.52,20.659,32.412
35.0,-2.0,2.635,11.033,20.843,32.246
35.0,-1.0,1.452,14.609,26.617,32.914
35.0,0.0,1.188,13.322,24.074,28.763
35.0,1.0,1.423,13.995,25.942,36.431
35.0,2.0,0.607,15.426,28.893,36.907
35.0,3.0,1.321,16.322,29.976,38.227
35.0,4.0,2.849,16.898,29.977,39.685
35.0,5.0,4.2,18.224,31.529,42.951
35.0,6.0,5.114,18.453,31.181,42.516
35.0,7.0,0.7,16.642,30.771,36.935
35.0,8.0,0.489,18.81,35.049,42.125
35.0,9.0,0.957,18.718,34.47,41.335
35.0,10.0,6.157,18.774,30.694,39.732
35.0,11.0,8.656,15.631,22.607,29.611
35.0,33.0,5.436,15.131,25.454,35.147
35.0,34.0,4.835,14.569,24.943,34.705
35.0,36.0,3.322,13.543,24.704,36.93
35.0,37.0,1.887,13.329,25.121,36.568
35.0,38.0,1.65,12.246,23.168,33.767
35.0,39.0,2.667,13.337,24.328,34.997
35.0,40.0,4.385,14.64,25.2,35.45
35.0,41.0,4.81,15.46,26.429,37.079
35.0,42.0,5.33,16.624,28.255,39.548
35.0,43.0,6.446,17.707,29.313,40.578
35.0,44.0,7.131,19.354,31.903,43.69
35.0,45.0,0.198,17.727,35.276,47.885
35.0,46.0,-1.492,20.946,41.333,51.36
35.0,47.0,-1.781,20.924,41.238,50.524
35.0,48.0,-1.856,21.57,42.32,51.347
35.0,49.0,-1.829,21.716,42.582,51.685
35.0,50.0,-1.542,20.808,40.62,49.257
35.0,51.0,-0.451,19.866,37.88,45.734
35.0,52.0,-0.266,19.951,37.825,46.673
35.0,53.0,-0.325,20.615,39.061,49.53
35.0,54.0,-0.328,19.064,36.15,45.851
35.0,55.0,-0.381,18.671,35.454,44.98
35.0,56.0,-0.285,18.82,35.67,44.649
35.0,57.0,0.161,19.2,36.075,43.431
35.0,58.0,-0.305,21.721,41.242,49.751
35.0,59.0,-0.437,21.833,41.574,50.179
35.0,60.0,-0.702,20.853,39.962,48.289
35.0,61.0,-0.752,20.787,39.879,48.202
35.0,62.0,-0.555,20.991,40.091,48.418
35.0,63.0,-0.641,20.057,38.413,46.411
35.0,64.0,-0.873,19.636,37.816,45.74
35.0,65.0,-1.815,19.563,38.506,46.762
35.0,66.0,-2.604,19.84,39.725,48.393
35.0,67.0,-2.787,20.164,40.505,49.376
35.0,68.0,-2.72,20.768,41.589,50.669
35.0,69.0,-2.76,20.765,41.61,50.699
35.0,70.0,-2.568,17.484,36.54,50.12
35.0,71.0,-1.921,11.545,27.695,51.927
35.0,72.0,-2.275,11.858,28.821,54.264
35.0,73.0,-2.544,10.781,26.78,50.767
35.0,74.0,-3.143,10.519,26.912,51.495
35.0,75.0,-3.838,10.84,28.453,54.868
35.0,76.0,-4.131,11.299,29.816,57.589
35.0,77.0,-4.509,11.587,30.903,59.88
35.0,78.0,-4.83,11.47,31.032,60.381
35.0,79.0,-5.333,11.696,32.137,62.796
35.0,80.0,-5.27,11.849,32.391,63.204
35.0,81.0,-5.209,12.416,33.57,65.306
35.0,82.0,-5.169,12.577,33.882,65.831
35.0,83.0,-5.084,12.131,32.795,63.778
35.0,84.0,-5.036,11.886,32.192,62.64
35.0,85.0,-5.048,12.435,33.415,64.875
35.0,86.0,-5.098,13.372,35.536,68.777
35.0,87.0,-4.939,14.187,37.133,71.556
35.0,88.0,-4.864,13.923,36.47,70.297
35.0,89.0,-4.838,13.972,36.549,70.419
35.0,90.0,-4.863,14.165,37.004,71.263
35.0,91.0,-4.829,14.344,37.361,71.881
35.0,92.0,-4.698,14.113,36.687,70.545
35.0,93.0,-4.441,14.024,36.189,69.426
35.0,94.0,-4.584,14.084,36.484,70.088
35.0,95.0,-4.603,13.741,35.75,68.771
35.0,96.0,-4.496,13.633,35.385,68.022
35.0,97.0,-4.363,13.489,34.911,67.048
35.0,98.0,-4.262,12.962,33.633,64.638
35.0,99.0,-4.202,11.611,30.592,59.061
35.0,100.0,-3.645,11.616,29.94,57.423
35.0,101.0,-3.515,11.063,28.556,54.791
35.0,102.0,-3.38,15.548,34.027,49.026
35.0,103.0,-2.982,18.961,38.412,46.885
35.0,104.0,-2.165,19.267,38.262,46.546
35.0,105.0,-1.85,22.098,43.324,52.578
35.0,106.0,-0.623,23.635,45.135,54.509
35.0,107.0,0.6,23.198,43.218,51.955
35.0,108.0,1.317,21.865,40.081,48.022
35.0,109.0,1.197,20.611,37.82,45.33
35.0,110.0,0.562,19.669,36.609,43.99
35.0,111.0,0.084,19.017,35.796,43.113
35.0,112.0,0.361,17.331,33.071,41.429
35.0,113.0,0.846,16.02,30.971,40.689
35.0,114.0,2.486,14.651,28.257,39.712
35.0,115.0,3.189,14.046,28.003,41.964
35.0,116.0,0.923,13.289,28.395,42.881
35.0,117.0,0.546,14.391,29.958,43.804
35.0,118.0,0.031,13.255,28.146,41.379
35.0,119.0,0.092,13.056,27.638,40.606
35.0,127.0,-0.172,13.024,25.828,38.639
35.0,128.0,-0.126,13.244,26.324,39.201
35.0,133.0,0.401,14.488,28.158,41.827
35.0,135.0,0.105,13.644,26.776,39.915
35.0,136.0,-0.059,13.856,27.371,40.875
35.0,137.0,-0.37,14.853,29.317,43.642
35.0,138.0,0.866,13.824,25.133,35.916
35.0,139.0,1.269,10.856,20.724,32.97
36.0,-121.0,1.825,9.074,19.079,31.191
36.0,-120.0,1.829,13.077,25.802,36.231
36.0,-119.0,1.017,17.278,31.712,40.288
36.0,-118.0,-0.83,11.184,22.725,33.02
36.0,-117.0,-0.739,10.553,21.848,33.487
36.0,-116.0,-0.944,11.195,23.336,35.849
36.0,-115.0,-1.007,10.585,22.171,34.119
36.0,-114.0,-0.719,11.644,24.014,36.759
36.0,-113.0,-0.948,13.674,28.297,43.365
36.0,-112.0,-0.612,14.425,29.467,44.959
36.0,-111.0,0.351,19.74,37.452,47.902
36.0,-110.0,0.022,21.078,39.693,48.737
36.0,-109.0,0.545,20.816,38.709,49.419
36.0,-108.0,0.745,19.684,36.661,50.059
36.0,-107.0,0.074,19.015,35.981,49.149
36.0,-106.0,-2.052,14.883,30.364,46.334
36.0,-105.0,-1.876,16.696,33.475,47.021
36.0,-104.0,-0.78,22.1,42.382,51.219
36.0,-103.0,-0.123,22.13,41.842,50.444
36.0,-102.0,1.597,21.975,40.039,47.919
36.0,-101.0,2.395,19.036,35.774,47.301
36.0,-100.0,3.246,16.488,31.384,44.623
36.0,-99.0,4.533,16.063,29.031,40.564
36.0,-98.0,3.122,15.099,28.573,40.561
36.0,-97.0,1.216,13.434,27.179,39.407
36.0,-96.0,1.142,13.942,28.335,41.131
36.0,-95.0,1.285,15.032,30.5,44.242
36.0,-94.0,1.397,15.56,31.505,45.668
36.0,-93.0,1.431,15.791,31.946,46.31
36.0,-92.0,1.324,15.828,32.146,46.656
36.0,-91.0,1.661,15.462,30.991,44.799
36.0,-90.0,2.394,15.426,30.091,43.124
36.0,-89.0,2.167,15.046,29.53,42.403
36.0,-88.0,1.697,14.993,29.945,43.236
36.0,-87.0,1.217,15.645,31.879,46.308
36.0,-86.0,1.137,16.587,33.969,49.426
36.0,-85.0,0.622,19.912,39.331,53.955
36.0,-84.0,0.702,21.576,39.961,50.404
36.0,-83.0,-0.148,20.422,38.539,48.826
36.0,-82.0,-0.618,19.958,38.084,48.375
36.0,-81.0,-0.381,20.254,38.437,48.761
36.0,-80.0,-0.303,20.04,37.961,48.134
36.0,-79.0,-0.142,17.679,33.91,44.606
36.0,-78.0,0.393,14.205,28.067,40.661
36.0,-77.0,1.082,12.543,24.349,35.81
36.0,-76.0,2.395,10.128,17.988,25.517
36.0,-6.0,1.3,15.359,28.302,35.39
36.0,0.0,4.589,11.028,16.981,20.847
36.0,1.0,1.317,16.032,29.238,35.801
36.0,2.0,1.144,16.312,29.751,35.609
36.0,3.0,1.527,15.723,28.302,33.787
36.0,4.0,1.095,16.68,30.489,36.517
36.0,5.0,-0.003,17.185,32.415,39.058
36.0,6.0,-0.326,16.095,30.656,36.997
36.0,7.0,-0.511,15.443,29.578,35.744
36.0,8.0,-0.559,16.622,31.838,38.471
36.0,9.0,-0.321,16.369,31.158,37.609
36.0,10.0,5.285,15.521,24.594,28.551
36.0,33.0,2.169,18.293,32.594,38.826
36.0,36.0,2.151,16.298,30.21,41.987
36.0,37.0,1.797,16.288,30.055,39.577
36.0,38.0,2.503,16.568,29.894,38.972
36.0,39.0,3.551,16.472,28.661,36.789
36.0,40.0,5.271,17.413,28.788,36.303
36.0,41.0,5.956,18.865,30.891,39.518
36.0,42.0,6.914,19.311,31.833,41.763
36.0,43.0,2.841,17.384,32.036,43.386
36.0,44.0,1.833,18.423,34.138,44.02
36.0,45.0,-1.066,19.295,37.757,46.792
36.0,46.0,-1.632,21.26,41.545,50.387
36.0,47.0,-1.645,20.775,40.657,49.32
36.0,48.0,-1.583,21.055,41.119,49.868
36.0,49.0,-1.326,20.586,40.007,48.478
36.0,50.0,-0.903,20.5,39.476,47.751
36.0,51.0,-0.119,20.106,38.038,45.852
36.0,52.0,0.866,20.202,37.348,44.818
36.0,53.0,3.182,21.786,38.229,46.358
36.0,54.0,1.133,20.761,38.128,46.299
36.0,55.0,0.128,20.082,37.754,45.689
36.0,56.0,-0.174,20.383,38.595,46.54
36.0,57.0,-0.045,20.733,39.142,47.17
36.0,58.0,-0.349,20.537,39.054,47.118
36.0,59.0,-0.629,19.477,37.294,45.06
36.0,60.0,1.614,18.932,34.278,40.968
36.0,61.0,0.882,19.877,36.706,44.039
36.0,62.0,0.974,20.603,37.996,45.573
36.0,63.0,1.874,19.808,35.7,42.624
36.0,64.0,2.235,18.157,32.267,38.419
36.0,65.0,2.002,18.42,32.969,39.309
36.0,66.0,-1.247,16.576,32.376,39.254
36.0,67.0,-1.081,19.427,37.61,45.536
36.0,68.0,0.172,21.642,40.662,48.963
36.0,69.0,0.716,22.854,42.463,51.019
36.0,70.0,-0.248,19.469,38.111,51.043
36.0,71.0,-3.774,9.335,25.061,48.658
36.0,72.0,-3.807,10.335,27.305,52.763
36.0,73.0,-3.526,10.665,27.698,53.238
36.0,74.0,-3.962,11.407,29.86,57.532
36.0,75.0,-4.372,11.4,30.335,58.735
36.0,76.0,-4.764,11.491,31.004,60.276
36.0,77.0,-4.944,11.783,31.859,61.971
36.0,78.0,-5.13,13.58,34.896,63.452
36.0,79.0,-3.832,21.556,45.377,61.154
36.0,80.0,-3.377,19.048,41.286,60.618
36.0,81.0,-3.849,16.144,37.285,60.412
36.0,82.0,-4.397,13.34,33.467,60.174
36.0,83.0,-4.644,15.009,35.852,58.874
36.0,84.0,-4.049,19.734,42.093,57.055
36.0,85.0,-4.935,10.798,29.685,58.011
36.0,86.0,-4.905,11.6,31.402,61.103
36.0,87.0,-4.81,12.893,34.136,66.001
36.0,88.0,-4.776,12.503,33.235,64.328
36.0,89.0,-4.747,11.985,32.063,62.176
36.0,90.0,-4.688,12.4,32.913,63.686
