Lat,Long,Top of upper,top of middle,top of lower,bottom of lower
-78.0,156.0,0.03,12.276,24.531,37.156
-78.0,157.0,-0.328,12.791,25.284,37.519
-78.0,158.0,-0.412,14.727,27.711,38.929
-78.0,159.0,-0.495,16.664,30.138,40.338
-78.0,160.0,-0.597,18.598,32.589,41.808
-78.0,161.0,-0.6,20.545,34.911,42.949
-78.0,162.0,-0.421,20.437,34.653,42.674
-78.0,163.0,-0.089,18.594,32.216,41.204
-78.0,165.0,0.455,14.873,27.398,38.417
-78.0,167.0,0.847,11.817,22.786,34.087
-78.0,168.0,0.963,10.79,20.617,30.739
-78.0,169.0,1.035,9.742,18.722,28.49
-78.0,170.0,1.095,8.688,16.903,26.545
-78.0,171.0,1.155,7.634,15.084,24.6
-78.0,172.0,1.331,7.1,13.731,22.199
-78.0,175.0,1.685,5.384,10.612,18.919
-77.0,-151.0,1.234,9.354,18.274,30.483
-77.0,-150.0,0.491,10.782,21.434,33.097
-77.0,-149.0,0.459,11.535,22.61,34.018
-77.0,-148.0,0.372,11.774,23.177,34.924
-77.0,-147.0,0.189,11.884,23.427,35.167
-77.0,-146.0,0.057,12.062,23.844,35.762
-77.0,-145.0,-0.075,12.241,24.262,36.356
-77.0,-144.0,-0.219,12.446,24.61,36.648
-77.0,-143.0,-0.184,12.225,24.037,35.616
-77.0,-142.0,-0.104,11.894,23.356,34.634
-77.0,-141.0,-0.025,11.564,22.675,33.651
-77.0,-140.0,-0.08,11.877,22.535,32.217
-77.0,-139.0,0.12,10.975,21.374,31.637
-77.0,-138.0,-0.022,12.115,23.059,33.145
-77.0,-137.0,-0.124,13.201,24.252,33.371
-77.0,-136.0,-0.27,14.459,25.876,34.334
-77.0,-135.0,-0.417,15.717,27.5,35.296
-77.0,-134.0,-0.546,16.828,28.96,36.221
-77.0,-133.0,-0.531,16.762,29.099,36.85
-77.0,-132.0,-0.554,16.29,28.582,36.694
-77.0,-131.0,-0.574,15.849,28.116,36.599
-77.0,-130.0,-0.594,15.408,27.65,36.503
-77.0,-129.0,-0.623,15.221,27.701,37.195
-77.0,-128.0,-0.66,15.243,28.181,38.543
-77.0,-127.0,-0.697,15.266,28.661,39.891
-77.0,-126.0,-0.713,15.158,28.896,40.909
-77.0,-125.0,-0.719,14.978,28.995,41.744
-77.0,-124.0,-0.428,15.601,29.114,40.508
-77.0,-123.0,-0.163,16.156,29.231,39.448
-77.0,-122.0,0.068,16.79,29.181,37.612
-77.0,-121.0,0.285,17.454,29.069,35.481
-77.0,-120.0,0.404,17.558,28.881,34.719
-77.0,-119.0,0.484,17.406,28.624,34.481
-77.0,-118.0,0.529,16.759,27.989,34.561
-77.0,-117.0,0.574,16.113,27.354,34.642
-77.0,-116.0,0.625,16.139,27.375,34.674
-77.0,-115.0,0.683,16.964,28.174,34.648
-77.0,-114.0,0.756,17.714,28.912,34.679
-77.0,-113.0,0.92,17.988,29.259,35.062
-77.0,-112.0,1.146,18.109,29.312,35.08
-77.0,-111.0,1.592,17.681,28.306,33.779
-77.0,-110.0,2.038,17.253,27.3,32.477
-77.0,-109.0,2.49,16.826,26.291,31.171
-77.0,-108.0,2.958,16.401,25.276,29.854
-77.0,-107.0,3.001,15.344,24.182,29.788
-77.0,-106.0,3.194,14.37,23.066,29.548
-77.0,-105.0,3.457,13.435,21.94,29.228
-77.0,-104.0,3.719,12.5,20.813,28.909
-77.0,-103.0,4.14,12.416,20.45,28.485
-77.0,-102.0,4.605,12.568,20.299,28.033
-77.0,-101.0,5.155,12.776,20.177,27.581
-77.0,-100.0,5.718,12.993,20.059,27.129
-77.0,-99.0,6.047,12.971,19.698,26.427
-77.0,-98.0,6.18,12.749,19.132,25.515
-77.0,-97.0,6.312,12.527,18.566,24.603
-77.0,-96.0,6.161,12.373,18.408,24.439
-77.0,-95.0,5.818,12.322,18.639,24.95
-77.0,-94.0,5.032,12.537,19.828,27.117
-77.0,-93.0,4.324,12.761,20.959,29.158
-77.0,-92.0,3.821,13.009,21.933,30.862
-77.0,-91.0,3.296,13.27,22.957,32.652
-77.0,-90.0,3.037,13.364,23.392,33.428
-77.0,-89.0,2.769,13.28,23.486,33.698
-77.0,-88.0,2.486,12.877,22.963,33.053
-77.0,-87.0,2.203,12.474,22.44,32.408
-77.0,-86.0,1.989,12.241,22.187,32.133
-77.0,-85.0,1.858,12.214,22.259,32.305
-77.0,-84.0,1.727,12.187,22.331,32.477
-77.0,-83.0,1.573,12.035,22.256,32.557
-77.0,-82.0,1.717,13.513,24.111,33.841
-77.0,-81.0,1.569,14.99,26.089,35.213
-77.0,-80.0,1.383,16.467,28.082,36.595
-77.0,-79.0,1.198,17.943,30.076,37.978
-77.0,-78.0,0.897,20.297,33.094,39.688
-77.0,-77.0,0.888,20.575,33.658,40.548
-77.0,-76.0,1.136,19.453,32.418,40.439
-77.0,-75.0,1.415,17.228,28.877,36.715
-77.0,-74.0,1.677,15.587,26.554,34.904
-77.0,-73.0,1.94,13.946,24.23,33.093
-77.0,-72.0,2.137,12.248,21.871,31.279
-77.0,-71.0,2.193,11.98,21.484,30.981
-77.0,-70.0,2.289,12.041,21.509,30.975
-77.0,-69.0,2.385,12.103,21.535,30.969
-77.0,-68.0,2.257,12.299,22.044,31.79
-77.0,-67.0,2.551,12.241,21.641,31.049
-77.0,-66.0,2.548,13.07,23.396,33.851
-77.0,-65.0,2.806,13.293,23.607,34.063
-77.0,-64.0,2.917,13.865,24.703,35.755
-77.0,-63.0,3.028,14.436,25.798,37.446
-77.0,-62.0,3.142,14.954,26.778,38.95
-77.0,-61.0,3.274,15.043,26.822,38.952
-77.0,-60.0,3.585,14.553,25.529,36.834
-77.0,-59.0,3.882,14.108,24.338,34.877
-77.0,-58.0,4.18,13.663,23.147,32.92
-77.0,-57.0,4.161,13.518,22.876,32.518
-77.0,-56.0,3.88,13.622,23.368,33.406
-77.0,-55.0,3.599,13.726,23.861,34.293
-77.0,-54.0,3.325,14.181,25.048,36.231
-77.0,-53.0,3.056,14.83,26.619,38.748
-77.0,-30.0,0.594,16.508,29.326,39.445
-77.0,-29.0,0.526,18.354,31.542,40.486
-77.0,-28.0,0.453,20.325,33.889,41.547
-77.0,-27.0,0.364,21.208,34.97,42.053
-77.0,-26.0,0.26,21.176,34.984,42.091
-77.0,-25.0,0.157,21.143,34.998,42.129
-77.0,-24.0,0.085,20.473,34.311,42.006
-77.0,-23.0,0.034,19.741,33.565,41.914
-77.0,-22.0,0.031,19.04,32.881,41.957
-77.0,-21.0,0.049,18.204,32.055,42.003
-77.0,-20.0,0.123,17.011,30.856,42.056
-77.0,-19.0,0.214,15.746,29.579,42.104
-77.0,-18.0,0.102,15.322,29.227,42.217
-77.0,-17.0,0.025,14.928,28.894,42.332
-77.0,-16.0,0.014,14.589,28.595,42.45
-77.0,-15.0,0.003,14.25,28.297,42.568
-77.0,-14.0,0.067,14.088,28.11,42.56
-77.0,-13.0,0.22,14.137,28.059,42.401
-77.0,-12.0,0.373,14.187,28.008,42.241
-77.0,-11.0,0.525,14.233,27.956,42.09
-77.0,-10.0,0.697,14.328,27.91,41.833
-77.0,-9.0,0.73,14.472,28.087,41.977
-77.0,-8.0,0.745,14.621,28.293,42.17
-77.0,-7.0,0.76,14.771,28.498,42.363
-77.0,-6.0,0.832,14.971,28.686,42.409
-77.0,-5.0,0.794,15.06,28.893,42.739
-77.0,-4.0,0.824,15.114,28.976,42.846
-77.0,-3.0,0.761,15.132,29.067,43.014
-77.0,-2.0,0.746,15.169,29.154,43.15
-77.0,-1.0,0.732,15.206,29.24,43.286
-77.0,0.0,0.701,15.194,29.315,43.392
-77.0,1.0,0.621,15.015,29.454,43.514
-77.0,2.0,0.548,14.853,29.617,43.669
-77.0,3.0,0.475,14.691,29.779,43.824
-77.0,4.0,0.395,14.266,29.872,43.742
-77.0,5.0,0.328,14.338,30.097,44.107
-77.0,6.0,0.312,14.595,30.109,43.947
-77.0,7.0,0.315,15.022,30.33,44.029
-77.0,8.0,0.313,15.38,30.436,43.959
-77.0,9.0,0.31,15.737,30.542,43.888
-77.0,10.0,0.308,16.042,30.629,43.822
-77.0,11.0,0.304,15.923,30.563,43.792
-77.0,12.0,0.235,15.808,30.596,43.946
-77.0,13.0,0.171,15.692,30.621,44.086
-77.0,14.0,0.107,15.576,30.646,44.226
-77.0,15.0,0.048,15.472,30.741,44.478
-77.0,16.0,-0.007,15.377,30.893,44.822
-77.0,17.0,-0.061,15.283,31.046,45.167
-77.0,18.0,-0.114,15.193,31.207,45.528
-77.0,19.0,-0.166,15.105,31.373,45.898
-77.0,20.0,-0.157,15.393,31.384,45.709
-77.0,21.0,-0.153,15.649,31.408,45.567
-77.0,22.0,-0.161,15.944,31.525,45.567
-77.0,23.0,-0.173,16.255,31.677,45.619
-77.0,24.0,-0.245,16.126,31.67,45.704
-77.0,25.0,-0.333,15.842,31.607,45.802
-77.0,26.0,-0.384,15.572,31.558,45.91
-77.0,27.0,-0.435,15.302,31.508,46.017
-77.0,28.0,-0.499,15.005,31.449,46.13
-77.0,29.0,-0.58,14.677,31.378,46.25
-77.0,30.0,-0.649,14.393,31.314,46.35
-77.0,31.0,-0.644,14.388,31.298,46.328
-77.0,32.0,-0.636,14.387,31.284,46.307
-77.0,33.0,-0.616,14.395,31.28,46.291
-77.0,34.0,-0.596,14.403,31.277,46.276
-77.0,35.0,-0.565,14.421,31.278,46.263
-77.0,36.0,-0.507,14.457,31.289,46.252
-77.0,37.0,-0.487,14.394,31.132,46.014
-77.0,38.0,-0.498,14.331,31.008,45.837
-77.0,39.0,-0.524,14.266,30.898,45.689
-77.0,40.0,-0.549,14.202,30.787,45.542
-77.0,41.0,-0.504,14.195,30.72,45.421
-77.0,42.0,-0.44,14.203,30.664,45.308
-77.0,43.0,-0.407,14.187,30.595,45.188
-77.0,44.0,-0.379,14.166,30.523,45.068
-77.0,45.0,-0.333,14.124,30.382,44.839
-77.0,46.0,-0.273,14.062,30.182,44.517
-77.0,47.0,-0.212,14.0,29.983,44.195
-77.0,48.0,-0.106,13.941,29.74,43.787
-77.0,49.0,-0.013,14.015,29.578,43.429
-77.0,50.0,0.027,14.463,29.658,43.245
-77.0,51.0,0.061,14.911,29.737,43.058
-77.0,52.0,0.084,15.359,29.814,42.868
-77.0,53.0,0.112,15.841,29.881,42.633
-77.0,54.0,0.07,15.925,30.07,42.923
-77.0,55.0,0.004,16.009,30.283,43.256
-77.0,56.0,-0.104,16.095,30.538,43.668
-77.0,57.0,-0.211,16.182,30.794,44.081
-77.0,58.0,-0.283,16.225,30.937,44.318
-77.0,59.0,-0.312,16.215,30.946,44.346
-77.0,60.0,-0.341,16.205,30.955,44.373
-77.0,61.0,-0.368,16.192,30.957,44.391
-77.0,62.0,-0.422,16.213,31.046,44.542
-77.0,63.0,-0.512,16.261,31.217,44.824
-77.0,64.0,-0.608,16.312,31.398,45.121
-77.0,65.0,-0.703,16.363,31.579,45.419
-77.0,66.0,-0.664,16.51,31.824,45.75
-77.0,67.0,-0.858,16.456,31.893,45.931
-77.0,68.0,-0.713,16.434,31.728,45.632
-77.0,69.0,-0.895,15.624,31.792,46.347
-77.0,70.0,-0.904,15.232,31.734,46.526
-77.0,71.0,-0.913,14.839,31.677,46.704
-77.0,72.0,-0.896,14.451,31.603,46.847
-77.0,73.0,-0.767,14.414,31.506,46.687
-77.0,74.0,-0.643,14.439,31.42,46.503
-77.0,75.0,-0.519,14.464,31.335,46.318
-77.0,76.0,-0.193,14.521,31.078,45.789
-77.0,77.0,-0.248,14.519,31.146,45.912
-77.0,78.0,-0.222,14.386,30.831,45.44
-77.0,79.0,-0.202,14.305,30.634,45.141
-77.0,80.0,-0.172,14.189,30.35,44.711
-77.0,81.0,-0.141,14.074,30.066,44.281
-77.0,82.0,-0.109,13.967,29.799,43.875
-77.0,83.0,-0.063,13.928,29.67,43.661
-77.0,84.0,-0.086,13.899,29.632,43.618
-77.0,85.0,-0.104,13.869,29.588,43.561
-77.0,86.0,-0.122,13.839,29.544,43.504
-77.0,87.0,-0.162,13.837,29.582,43.579
-77.0,88.0,-0.22,13.857,29.689,43.763
-77.0,89.0,-0.278,13.878,29.796,43.946
-77.0,90.0,-0.319,13.914,29.916,44.14
-77.0,91.0,-0.351,13.958,30.043,44.338
-77.0,92.0,-0.356,14.021,30.188,44.556
-77.0,93.0,-0.364,14.082,30.332,44.772
-77.0,94.0,-0.371,14.165,30.519,45.051
-77.0,95.0,-0.378,14.257,30.723,45.355
-77.0,96.0,-0.31,14.36,30.867,45.534
-77.0,97.0,-0.218,14.474,30.975,45.657
-77.0,98.0,-0.152,14.633,30.96,45.682
-77.0,99.0,-0.087,14.793,30.945,45.707
-77.0,100.0,0.043,14.883,30.744,45.419
-77.0,101.0,0.251,14.892,30.324,44.76
-77.0,102.0,0.446,14.894,29.901,44.104
-77.0,103.0,0.562,14.854,29.464,43.472
-77.0,104.0,0.641,14.777,29.109,42.943
-77.0,105.0,0.589,14.567,29.05,42.788
-77.0,106.0,0.537,14.358,28.99,42.634
-77.0,107.0,0.464,14.151,28.961,42.534
-77.0,108.0,0.347,13.951,29.0,42.555
-77.0,109.0,0.399,14.127,28.973,42.587
-77.0,110.0,0.427,14.283,28.939,42.619
-77.0,111.0,0.443,14.431,28.902,42.651
-77.0,112.0,0.459,14.578,28.865,42.683
-77.0,113.0,0.525,14.743,28.846,42.707
-77.0,114.0,0.605,14.913,28.832,42.728
-77.0,115.0,0.678,14.861,28.625,42.393
-77.0,116.0,0.749,14.775,28.387,42.001
-77.0,117.0,0.775,14.712,28.24,41.766
-77.0,118.0,0.763,14.67,28.169,41.663
-77.0,119.0,0.751,14.628,28.097,41.56
-77.0,120.0,0.778,14.526,28.092,41.471
-77.0,121.0,0.811,14.461,28.184,41.517
-77.0,122.0,0.847,14.515,28.53,41.934
-77.0,123.0,0.889,14.572,28.879,42.352
-77.0,124.0,0.946,14.639,29.235,42.773
-77.0,125.0,1.032,14.72,29.635,43.233
-77.0,126.0,0.78,14.624,29.514,43.23
-77.0,127.0,0.548,14.49,29.304,43.082
-77.0,128.0,0.353,14.285,28.931,42.669
-77.0,129.0,0.158,14.081,28.559,42.257
-77.0,130.0,0.091,14.005,28.55,42.253
-77.0,131.0,0.18,14.083,28.979,42.739
-77.0,132.0,0.268,14.16,29.407,43.225
-77.0,133.0,0.358,14.228,29.844,43.715
-77.0,134.0,0.431,14.424,30.173,44.166
-77.0,135.0,0.55,14.472,30.143,44.068
-77.0,136.0,0.674,14.502,30.069,43.902
-77.0,137.0,0.798,14.531,29.994,43.735
-77.0,138.0,0.931,14.618,30.025,43.719
-77.0,139.0,1.037,14.561,29.702,43.262
-77.0,140.0,1.089,14.38,28.616,42.095
-77.0,141.0,1.235,14.9,29.533,43.381
-77.0,142.0,1.331,15.049,29.389,43.368
-77.0,143.0,1.428,15.198,29.245,43.356
-77.0,144.0,1.52,15.353,29.175,43.415
-77.0,145.0,1.738,15.253,28.761,42.676
-77.0,146.0,1.983,15.098,28.21,41.714
-77.0,147.0,2.228,14.943,27.658,40.753
-77.0,148.0,2.285,14.939,27.602,40.641
-77.0,149.0,2.698,14.649,26.609,38.923
-77.0,150.0,2.446,14.353,26.267,38.538
-77.0,151.0,2.591,13.97,25.352,37.075
-77.0,152.0,2.499,13.628,24.757,36.221
-77.0,153.0,2.406,13.286,24.161,35.368
-77.0,154.0,2.257,12.93,23.597,34.59
-77.0,155.0,1.652,12.47,23.283,34.427
-77.0,156.0,0.935,14.191,26.032,36.817
-77.0,157.0,0.226,15.746,28.547,39.011
-77.0,158.0,-0.482,17.301,31.061,41.206
-77.0,159.0,-0.807,18.578,32.819,42.335
-77.0,160.0,-0.814,19.627,33.948,42.579
-77.0,161.0,-0.82,20.675,35.076,42.824
-77.0,162.0,-0.664,19.91,33.868,41.64
-76.0,-145.0,0.268,10.329,19.575,28.291
-76.0,-144.0,0.065,10.677,19.562,26.998
-76.0,-143.0,-0.137,11.025,19.55,25.705
-76.0,-142.0,-0.332,11.39,19.656,24.724
-76.0,-141.0,-0.465,11.898,20.754,26.379
-76.0,-140.0,-0.495,13.057,22.599,28.426
-76.0,-139.0,-0.534,14.158,24.379,30.439
-76.0,-138.0,-0.573,15.259,26.158,32.451
-76.0,-137.0,-0.613,16.354,27.884,34.322
-76.0,-136.0,-0.651,16.349,27.567,33.34
-76.0,-135.0,-0.684,15.558,26.274,31.793
-76.0,-134.0,-0.708,14.774,24.987,30.251
-76.0,-133.0,-0.715,14.002,23.709,28.716
-76.0,-132.0,-0.732,13.39,22.703,27.51
-76.0,-131.0,-0.748,13.372,23.108,28.773
-76.0,-130.0,-0.735,13.338,23.739,30.799
-76.0,-129.0,-0.722,13.303,24.37,32.825
-76.0,-128.0,-0.709,13.268,25.001,34.855
-76.0,-127.0,-0.789,13.648,25.354,34.694
-76.0,-126.0,-0.868,14.028,25.708,34.533
-76.0,-125.0,-0.899,14.591,26.317,34.642
-76.0,-124.0,-0.889,15.304,27.137,34.972
-76.0,-123.0,-0.707,15.104,27.166,35.85
-76.0,-122.0,-0.499,14.765,27.075,36.811
-76.0,-121.0,-0.255,14.461,27.007,37.772
-76.0,-120.0,0.124,14.306,27.097,38.892
-76.0,-119.0,0.14,13.65,26.445,38.921
-76.0,-118.0,0.139,13.268,26.004,38.742
-76.0,-117.0,0.122,13.132,25.753,38.377
-76.0,-116.0,0.105,12.995,25.502,38.012
-76.0,-115.0,0.184,12.815,25.07,37.325
-76.0,-114.0,0.279,12.626,24.608,36.585
-76.0,-113.0,0.36,12.958,24.722,35.998
-76.0,-112.0,0.411,13.644,25.25,35.564
-76.0,-111.0,0.761,14.148,25.258,34.415
-76.0,-110.0,1.111,14.651,25.266,33.266
-76.0,-109.0,1.45,15.337,25.468,32.136
-76.0,-108.0,1.765,16.406,26.072,31.046
-76.0,-107.0,1.632,15.475,24.616,29.32
-76.0,-106.0,1.559,14.51,23.24,28.003
-76.0,-105.0,1.515,13.528,21.902,26.881
-76.0,-104.0,1.472,12.547,20.565,25.759
-76.0,-103.0,1.94,12.704,20.798,26.454
-76.0,-102.0,2.307,12.714,21.071,27.617
-76.0,-101.0,2.576,12.629,21.584,29.697
-76.0,-100.0,2.867,12.563,21.989,31.417
-76.0,-99.0,3.293,12.609,21.728,30.921
-76.0,-98.0,3.719,12.656,21.468,30.424
-76.0,-97.0,4.079,12.647,21.146,29.844
-76.0,-96.0,4.365,12.575,20.756,29.169
-76.0,-95.0,4.438,12.64,20.765,29.074
-76.0,-94.0,4.754,12.615,20.358,28.226
-76.0,-93.0,5.165,12.559,19.786,27.071
-76.0,-92.0,5.451,12.527,19.393,26.257
-76.0,-91.0,4.909,12.657,20.176,27.694
-76.0,-90.0,4.41,12.791,20.924,29.057
-76.0,-89.0,3.964,12.93,21.63,30.33
-76.0,-88.0,3.519,13.068,22.336,31.604
-76.0,-87.0,3.202,12.746,22.01,31.275
-76.0,-86.0,2.884,12.424,21.686,30.949
-76.0,-85.0,2.567,12.102,21.363,30.623
-76.0,-84.0,2.264,11.818,21.098,30.378
-76.0,-83.0,2.018,13.106,22.851,31.546
-76.0,-82.0,1.782,14.783,25.1,33.046
-76.0,-81.0,1.561,16.302,27.178,34.522
-76.0,-80.0,1.35,17.721,29.148,35.983
-76.0,-79.0,1.233,18.531,30.364,37.101
-76.0,-78.0,1.36,18.79,30.804,37.776
-76.0,-77.0,1.495,19.063,31.257,38.452
-76.0,-76.0,1.63,19.337,31.71,39.127
-76.0,-75.0,1.821,19.501,32.026,39.777
-76.0,-74.0,1.382,20.923,33.9,40.711
-76.0,-73.0,1.202,19.286,31.815,39.17
-76.0,-72.0,1.052,17.287,29.262,37.337
-76.0,-71.0,0.903,15.288,26.708,35.504
-76.0,-70.0,0.758,13.502,24.438,33.89
-76.0,-69.0,0.654,13.513,24.565,34.134
-76.0,-68.0,0.888,14.04,25.638,36.025
-76.0,-67.0,1.092,14.521,26.628,37.773
-76.0,-66.0,1.296,15.002,27.617,39.52
-76.0,-65.0,1.512,15.349,28.42,41.12
-76.0,-64.0,1.736,14.57,27.405,40.627
-76.0,-63.0,1.816,14.492,27.169,40.228
-76.0,-62.0,1.903,14.413,26.924,39.812
-76.0,-61.0,2.0,14.331,26.663,39.367
-76.0,-60.0,2.167,14.144,26.122,38.462
-76.0,-59.0,2.788,13.67,24.552,35.762
-76.0,-58.0,3.531,13.275,23.02,33.057
-76.0,-56.0,5.016,12.484,19.952,27.639
-76.0,-26.0,0.67,16.23,29.165,39.868
-76.0,-25.0,0.66,15.478,28.514,40.161
-76.0,-24.0,0.619,14.694,27.783,40.279
-76.0,-23.0,0.716,14.543,27.67,40.486
-76.0,-22.0,0.734,14.863,28.123,40.904
-76.0,-21.0,0.726,15.44,28.877,41.426
-76.0,-20.0,0.728,15.92,29.483,41.805
-76.0,-19.0,0.798,15.758,29.112,41.246
-76.0,-18.0,0.794,15.525,28.777,40.938
-76.0,-17.0,0.7,15.204,28.486,40.937
-76.0,-16.0,0.606,14.884,28.195,40.936
-76.0,-15.0,0.431,14.816,28.116,40.733
-76.0,-14.0,0.256,14.747,28.037,40.529
-76.0,-13.0,0.082,14.678,27.959,40.326
-76.0,-12.0,0.019,14.673,27.905,40.115
-76.0,-11.0,0.203,14.722,27.961,40.319
-76.0,-10.0,0.406,14.76,28.036,40.633
-76.0,-9.0,0.61,14.786,28.097,40.944
-76.0,-8.0,0.814,14.803,28.15,41.254
-76.0,-7.0,0.934,14.851,28.231,41.472
-76.0,-6.0,0.899,14.96,28.452,41.775
-76.0,-5.0,0.861,15.071,28.68,42.092
-76.0,-4.0,0.822,15.182,28.909,42.409
-76.0,-3.0,0.787,15.322,29.157,42.701
-76.0,-2.0,0.72,15.129,29.177,43.285
-76.0,-1.0,0.605,14.866,29.191,43.301
-76.0,0.0,0.484,14.594,29.206,43.25
-76.0,1.0,0.363,14.322,29.22,43.199
-76.0,2.0,0.249,14.12,29.283,43.172
-76.0,3.0,0.194,14.504,29.761,43.345
-76.0,4.0,0.197,14.894,29.84,43.248
-76.0,5.0,0.195,15.284,29.953,43.175
-76.0,6.0,0.193,15.674,30.067,43.102
-76.0,7.0,0.192,16.039,30.17,43.029
-76.0,8.0,0.195,16.057,30.2,43.067
-76.0,9.0,0.189,16.102,30.293,43.199
-76.0,10.0,0.18,16.152,30.397,43.348
-76.0,11.0,0.166,16.209,30.519,43.524
-76.0,12.0,0.139,16.26,30.639,43.705
-76.0,13.0,0.055,16.285,30.76,43.914
-76.0,14.0,-0.032,16.31,30.884,44.131
-76.0,15.0,-0.119,16.336,31.008,44.348
-76.0,16.0,-0.205,16.361,31.132,44.565
-76.0,17.0,-0.277,16.485,31.43,45.022
-76.0,18.0,-0.348,16.609,31.727,45.478
-76.0,19.0,-0.404,16.749,32.041,45.953
-76.0,20.0,-0.449,16.902,32.37,46.442
-76.0,21.0,-0.517,16.873,32.377,46.482
-76.0,22.0,-0.589,16.816,32.336,46.454
-76.0,23.0,-0.642,16.758,32.276,46.391
-76.0,24.0,-0.663,16.692,32.173,46.252
-76.0,25.0,-0.633,16.66,32.086,46.112
-76.0,26.0,-0.581,16.595,31.917,45.844
-76.0,27.0,-0.509,16.501,31.675,45.462
-76.0,28.0,-0.437,16.407,31.432,45.079
-76.0,29.0,-0.468,15.981,31.433,45.395
-76.0,30.0,-0.516,15.501,31.475,45.823
-76.0,31.0,-0.588,14.981,31.442,46.15
-76.0,32.0,-0.687,14.39,31.355,46.432
-76.0,33.0,-0.652,14.404,31.341,46.397
-76.0,34.0,-0.618,14.418,31.327,46.362
-76.0,35.0,-0.593,14.425,31.309,46.327
-76.0,36.0,-0.587,14.417,31.284,46.29
-76.0,37.0,-0.564,14.355,31.127,46.046
-76.0,38.0,-0.548,14.289,30.973,45.81
-76.0,39.0,-0.535,14.222,30.819,45.576
-76.0,40.0,-0.523,14.154,30.666,45.343
-76.0,41.0,-0.46,14.118,30.522,45.101
-76.0,42.0,-0.391,14.085,30.377,44.853
-76.0,43.0,-0.306,14.061,30.228,44.595
-76.0,44.0,-0.23,14.032,30.08,44.342
-76.0,45.0,-0.208,13.976,29.935,44.119
-76.0,46.0,-0.187,13.92,29.789,43.896
-76.0,47.0,-0.159,13.871,29.649,43.679
-76.0,48.0,-0.125,13.828,29.516,43.469
-76.0,49.0,-0.172,14.345,29.612,43.265
-76.0,50.0,-0.222,14.803,29.721,43.132
-76.0,51.0,-0.278,15.273,29.852,43.03
-76.0,52.0,-0.327,15.691,29.982,42.965
-76.0,53.0,-0.322,15.759,30.109,43.143
-76.0,54.0,-0.325,15.844,30.272,43.378
-76.0,55.0,-0.338,15.95,30.48,43.683
-76.0,56.0,-0.351,16.055,30.688,43.987
-76.0,57.0,-0.364,16.094,30.771,44.112
-76.0,58.0,-0.378,16.132,30.855,44.237
-76.0,59.0,-0.392,16.17,30.938,44.361
-76.0,60.0,-0.412,16.2,31.012,44.476
-76.0,61.0,-0.306,16.269,31.05,44.487
-76.0,62.0,-0.165,16.353,31.082,44.475
-76.0,63.0,-0.035,16.419,31.093,44.436
-76.0,64.0,0.087,16.475,31.09,44.382
-76.0,65.0,0.217,16.511,31.04,44.257
-76.0,66.0,0.129,16.442,30.991,44.223
-76.0,67.0,0.025,16.368,30.945,44.2
-76.0,68.0,-0.079,16.294,30.899,44.177
-76.0,69.0,-0.2,16.256,30.869,44.158
-76.0,70.0,-0.133,15.805,30.655,44.089
-76.0,71.0,0.011,15.43,30.487,44.047
-76.0,72.0,0.165,15.064,30.325,44.008
-76.0,73.0,0.318,14.698,30.164,43.969
-76.0,74.0,0.438,14.364,30.023,43.949
-76.0,75.0,0.276,14.295,30.062,44.081
-76.0,76.0,0.217,14.235,30.001,44.018
-76.0,77.0,0.15,14.173,29.949,43.973
-76.0,78.0,0.082,14.112,29.897,43.927
-76.0,79.0,0.018,14.053,29.846,43.881
-76.0,80.0,0.001,13.99,29.733,43.724
-76.0,81.0,-0.034,13.89,29.56,43.489
-76.0,82.0,-0.069,13.79,29.386,43.251
-76.0,83.0,-0.105,13.687,29.21,43.011
-76.0,84.0,-0.139,13.602,29.068,42.82
-76.0,85.0,-0.163,13.622,29.135,42.93
-76.0,86.0,-0.185,13.665,29.251,43.11
-76.0,87.0,-0.207,13.708,29.367,43.29
-76.0,88.0,-0.229,13.75,29.483,43.47
-76.0,89.0,-0.257,13.798,29.611,43.671
-76.0,90.0,-0.285,13.846,29.74,43.872
-76.0,91.0,-0.306,13.901,29.876,44.079
-76.0,92.0,-0.322,13.961,30.017,44.292
-76.0,93.0,-0.29,13.923,29.901,44.11
-76.0,94.0,-0.252,13.869,29.746,43.868
-76.0,95.0,-0.219,13.833,29.635,43.691
-76.0,96.0,-0.196,13.793,29.629,43.647
-76.0,97.0,-0.191,14.021,29.536,43.668
-76.0,98.0,-0.17,14.263,29.448,43.691
-76.0,99.0,-0.136,14.517,29.366,43.715
-76.0,100.0,-0.101,14.77,29.283,43.739
-76.0,101.0,-0.029,14.798,29.192,43.588
-76.0,102.0,0.05,14.789,29.099,43.41
-76.0,103.0,0.203,14.772,28.917,43.061
-76.0,104.0,0.429,14.753,28.659,42.563
-76.0,105.0,0.315,14.68,28.627,42.573
-76.0,106.0,0.2,14.607,28.595,42.583
-76.0,107.0,0.112,14.552,28.573,42.594
-76.0,108.0,0.077,14.533,28.569,42.605
-76.0,109.0,0.26,14.669,28.656,42.643
-76.0,110.0,0.441,14.806,28.744,42.683
-76.0,111.0,0.623,14.942,28.832,42.723
-76.0,112.0,0.804,15.078,28.92,42.764
-76.0,113.0,0.814,14.812,28.388,41.966
-76.0,114.0,0.832,14.627,28.01,41.392
-76.0,115.0,0.844,14.521,27.796,41.068
-76.0,116.0,0.853,14.425,27.601,40.772
